"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"ERX3469835","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447836/ERR3447836_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447836/ERR3447836_2.fastq.gz","ERR3447836","ERX3469835","SAMEA5804215","ERS3592827","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-66","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-66","VEX1 VEX2 RNAi/30","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1880718790","12450769","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (2) L2","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (2) L2","d93cd07797c1c4056bc7b3562a438bb3;44d7f605783a2045f0ab321c898ba95d","368124924;373538115","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447836/ERR3447836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447836/ERR3447836_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447836/ERR3447836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447836/ERR3447836_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/006/ERR3447836/ERR3447836_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/006/ERR3447836/ERR3447836_2.fastq.gz"
"ERX3469836","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447837/ERR3447837_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447837/ERR3447837_2.fastq.gz","ERR3447837","ERX3469836","SAMEA5804216","ERS3592828","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-67","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-67","VEX1 VEX2 RNAi/31","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1902221236","12593384","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (2) L3","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (2) L3","a3a27200a35266d2458ab0fe83cd4ea4;a4f998cc1dc5c77e3f462b7dde257920","372353252;377138744","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447837/ERR3447837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447837/ERR3447837_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447837/ERR3447837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447837/ERR3447837_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/007/ERR3447837/ERR3447837_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/007/ERR3447837/ERR3447837_2.fastq.gz"
"ERX3469837","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447838/ERR3447838_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447838/ERR3447838_2.fastq.gz","ERR3447838","ERX3469837","SAMEA5804217","ERS3592829","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-68","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-68","VEX1 VEX2 RNAi/32","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1898426354","12568287","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (2) L4","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (2) L4","03b14e4fbb304383930f5ecc11e05110;b03c8c12d9a14aeea5947eff4f1b966c","371620686;376897642","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447838/ERR3447838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447838/ERR3447838_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447838/ERR3447838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447838/ERR3447838_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/008/ERR3447838/ERR3447838_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/008/ERR3447838/ERR3447838_2.fastq.gz"
"ERX3469838","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447839/ERR3447839_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447839/ERR3447839_2.fastq.gz","ERR3447839","ERX3469838","SAMEA5804218","ERS3592830","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-69","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-69","VEX1 VEX2 RNAi/33","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1710932106","11326077","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (3) L1","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (3) L1","3c927fe8af3117c0a0fc2bac00e47245;88686fdc53f95d45d6a560ad3ca400d1","336726210;344138633","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447839/ERR3447839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447839/ERR3447839_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447839/ERR3447839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447839/ERR3447839_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/009/ERR3447839/ERR3447839_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/009/ERR3447839/ERR3447839_2.fastq.gz"
"ERX3469839","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447840/ERR3447840_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447840/ERR3447840_2.fastq.gz","ERR3447840","ERX3469839","SAMEA5804219","ERS3592831","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-70","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-70","VEX1 VEX2 RNAi/34","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1693236431","11208965","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (3) L2","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (3) L2","4c84770d75b02301c69caf1375a1fe70;989fb36de7a26b1b98adb519426789d6","331966203;340164827","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447840/ERR3447840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447840/ERR3447840_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447840/ERR3447840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447840/ERR3447840_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/000/ERR3447840/ERR3447840_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/000/ERR3447840/ERR3447840_2.fastq.gz"
"ERX3469840","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447841/ERR3447841_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447841/ERR3447841_2.fastq.gz","ERR3447841","ERX3469840","SAMEA5804220","ERS3592832","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-71","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-71","VEX1 VEX2 RNAi/35","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1711120889","11327602","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (3) L3","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (3) L3","aa8f398942f9457f9b9c4716c0f8a739;da81d87b02ace955e090fe0dae53fa62","335367262;342758299","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447841/ERR3447841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447841/ERR3447841_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447841/ERR3447841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447841/ERR3447841_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/001/ERR3447841/ERR3447841_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/001/ERR3447841/ERR3447841_2.fastq.gz"
"ERX3469841","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447842/ERR3447842_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447842/ERR3447842_2.fastq.gz","ERR3447842","ERX3469841","SAMEA5804221","ERS3592833","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-72","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-72","VEX1 VEX2 RNAi/36","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1707784906","11305537","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (3) L4","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (3) L4","def63010310e6d08c34d2b0c76f3b7c3;86e1aaf87041d1297036e1122e69e28f","334793860;342828418","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447842/ERR3447842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447842/ERR3447842_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447842/ERR3447842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447842/ERR3447842_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/002/ERR3447842/ERR3447842_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/002/ERR3447842/ERR3447842_2.fastq.gz"
"ERX3469842","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447843/ERR3447843_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447843/ERR3447843_2.fastq.gz","ERR3447843","ERX3469842","SAMEA5804222","ERS3592834","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-73","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-73","VEX1 VEX2 RNAi/37","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1676678672","11099559","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 48h (1) L1","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 48h (1) L1","339e952b27959248b82efe5368e980fb;8fb6e86aaa9dbab8c9b6a30c81ef5267","333769241;337994197","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447843/ERR3447843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447843/ERR3447843_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447843/ERR3447843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447843/ERR3447843_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/003/ERR3447843/ERR3447843_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/003/ERR3447843/ERR3447843_2.fastq.gz"
"ERX3469843","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447844/ERR3447844_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447844/ERR3447844_2.fastq.gz","ERR3447844","ERX3469843","SAMEA5804223","ERS3592835","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-74","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-74","VEX1 VEX2 RNAi/38","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1661176242","10996864","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 48h (1) L2","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 48h (1) L2","c1e52b0e443685e27f49806961d65d1b;d61354e2c912543b5f9bd4bb6c41d9be","329415411;334359689","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447844/ERR3447844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447844/ERR3447844_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447844/ERR3447844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447844/ERR3447844_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/004/ERR3447844/ERR3447844_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/004/ERR3447844/ERR3447844_2.fastq.gz"
"ERX3469844","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447845/ERR3447845_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447845/ERR3447845_2.fastq.gz","ERR3447845","ERX3469844","SAMEA5804224","ERS3592836","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-75","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-75","VEX1 VEX2 RNAi/39","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1676846187","11100903","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 48h (1) L3","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 48h (1) L3","1df94849e47f7627571ed1aa7999d8af;21eb24c6ea52e07020897558353ee50f","332438226;336740812","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447845/ERR3447845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447845/ERR3447845_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447845/ERR3447845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447845/ERR3447845_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/005/ERR3447845/ERR3447845_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/005/ERR3447845/ERR3447845_2.fastq.gz"
"ERX3469845","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447846/ERR3447846_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447846/ERR3447846_2.fastq.gz","ERR3447846","ERX3469845","SAMEA5804225","ERS3592837","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-76","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-76","VEX1 VEX2 RNAi/40","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1674752649","11086931","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 48h (1) L4","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 48h (1) L4","b00ccc9462b429339ab7a10ca7ed49b2;056387c88e719a87ff9ab4c1b1f38f25","332214619;336978990","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447846/ERR3447846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447846/ERR3447846_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447846/ERR3447846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447846/ERR3447846_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/006/ERR3447846/ERR3447846_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/006/ERR3447846/ERR3447846_2.fastq.gz"
"ERX3469846","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447847/ERR3447847_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447847/ERR3447847_2.fastq.gz","ERR3447847","ERX3469846","SAMEA5804226","ERS3592838","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-77","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-77","VEX1 VEX2 RNAi/41","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1672780360","11072726","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 48h (2) L1","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 48h (2) L1","cfbfe546e58c6c93404fb358c07cc2f1;c2ca25c8a006c061cae309a3e2e09bf9","332143479;338204462","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447847/ERR3447847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447847/ERR3447847_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447847/ERR3447847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447847/ERR3447847_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/007/ERR3447847/ERR3447847_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/007/ERR3447847/ERR3447847_2.fastq.gz"
"ERX3469847","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447848/ERR3447848_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447848/ERR3447848_2.fastq.gz","ERR3447848","ERX3469847","SAMEA5804227","ERS3592839","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-78","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-78","VEX1 VEX2 RNAi/42","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1654194395","10949779","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 48h (2) L2","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 48h (2) L2","898f6abb23a345095e1b98b9dfcabdaf;b0d2d0fe94bc50ce28190d603619b038","327293159;334122666","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447848/ERR3447848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447848/ERR3447848_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447848/ERR3447848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447848/ERR3447848_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/008/ERR3447848/ERR3447848_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/008/ERR3447848/ERR3447848_2.fastq.gz"
"ERX3469848","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447849/ERR3447849_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447849/ERR3447849_2.fastq.gz","ERR3447849","ERX3469848","SAMEA5804228","ERS3592840","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-79","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-79","VEX1 VEX2 RNAi/43","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1674261329","11082907","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 48h (2) L3","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 48h (2) L3","f40ad981b4a2093c0fef46cc020d7556;c5ee6e8b15964409a814bf2d101287e8","331095528;337118620","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447849/ERR3447849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447849/ERR3447849_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447849/ERR3447849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447849/ERR3447849_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/009/ERR3447849/ERR3447849_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/009/ERR3447849/ERR3447849_2.fastq.gz"
"ERX3469849","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447850/ERR3447850_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447850/ERR3447850_2.fastq.gz","ERR3447850","ERX3469849","SAMEA5804229","ERS3592841","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-80","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:982-80","VEX1 VEX2 RNAi/44","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1670718284","11059371","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 48h (2) L4","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 48h (2) L4","a85e26abd8d2df62e8b57bc6335824c2;e420492729f85241513377c6df86551f","330672179;337422803","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447850/ERR3447850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447850/ERR3447850_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447850/ERR3447850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447850/ERR3447850_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/000/ERR3447850/ERR3447850_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/000/ERR3447850/ERR3447850_2.fastq.gz"
